Fecha,Origen (ads / email / LinkedIn / llamada),¿Realizada? (sí / no-show),Nivel de discovery alcanzado (1-3),Resultado (cierre / no / 2ª con socio),Motivo del no,Aprendizaje (1 frase)
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
