Creativo (nombre/ID),Gasto (€),Resultados (leads o reuniones),Coste por resultado (€),Decisión (matar / mantener / escalar)
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
