Fecha,Gasto (€),Impresiones,CPM (€),Clics en el enlace,CTR link (%),Leads (formulario),Reuniones agendadas,Reuniones realizadas,Notas
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
TOTAL SEMANA,,,,,,,,,
