Semana,Canal,Toques totales / Gasto,Respuestas / Clics,CPM / CTR link (solo ads),Agendadas,Realizadas,Show rate (realizadas ÷ agendadas),Aprendizaje de la semana (1 frase)
S1,,,,,,,,
S2,,,,,,,,
S3,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
